title,pmid,doi,abstract,year,authors
"Evidence for compensatory upregulation of expressed X-linked genes in mammals, Caenorhabditis elegans and Drosophila melanogaster",22019781,10.1038/ng.948,"Many animal species use a chromosome-based mechanism of sex determination, which has led to the coordinate evolution of dosage-compensation systems. Dosage compensation not only corrects the imbalance in the number of X chromosomes between the sexes but also is hypothesized to correct dosage imbalance within cells that is due to monoallelic X-linked expression and biallelic autosomal expression, by upregulating X-linked genes twofold (termed 'Ohno's hypothesis'). Although this hypothesis is well supported by expression analyses of individual X-linked genes and by microarray-based transcriptome analyses, it was challenged by a recent study using RNA sequencing and proteomics. We obtained new, independent RNA-seq data, measured RNA polymerase distribution and reanalyzed published expression data in mammals, C. elegans and Drosophila. Our analyses, which take into account the skewed gene content of the X chromosome, support the hypothesis of upregulation of expressed X-linked genes to balance expression of the genome.",2011,"David Sturgill, Di Kim Nguyen, Joseph B Hiatt, Felix Schlesinger, LaDeana W Hillier, Xinxian Deng, Brian Oliver, Sevinc Ercan, Valerie J Reinke, Jay Shendure, Christine M Disteche, Robert H Waterston, Jason D Lieb, Thomas R Gingeras, Carrie A Davis"
Targeted expression of p35 reveals a role for caspases in formation of the adult abdominal cuticle in Drosophila,21425087,10.1387/ijdb.103109rk,"Programmed cell death is a fundamental aspect of metazoan development associated with the elaboration of disparate tissues and structures. Specialized cysteine proteases, the caspases, are mediators of cell death; once activated they cleave substrate proteins to dismantle doomed cells. Caspase activity is regulated by several cellular and viral inhibitors. The baculovirus p35 protein blocks the action of a wide range of caspases and inhibits cell death in divergent species. Here, we utilize the Gal4/UAS system to target p35 expression and analyze the requirements of caspase activity for development in Drosophila. We confirm that cell death is essential for proper morphogenesis of the adult male external genitalia and distal portions of the legs. In addition, we find that caspases are also required for elimination of larval epidermal cells and normal elaboration of the adult abdominal cuticle by histoblast derivatives. In particular, rescued p35-expressing larval epidermal cells accumulate along the abdominal midline and are associated with corresponding splits in both dorsal and ventral cuticle structures. This study reveals a novel role for cell death in a specific morphogenetic processes.",2011,"John R Nambu, Rachel S Kester"
Functional and physical interaction between the mismatch repair and FA-BRCA pathways,21865299,10.1093/hmg/ddr366,"Fanconi anemia (FA) is a rare genetic disorder characterized by bone marrow failure and an increased risk for leukemia and cancer. Fifteen proteins thought to function in the repair of DNA interstrand crosslinks (ICLs) comprise what is known as the FA-BRCA pathway. Activation of this pathway leads to the monoubiquitylation and chromatin localization of FANCD2 and FANCI. It has previously been shown that FANCJ interacts with the mismatch repair (MMR) complex MutLα. Here we show that FANCD2 interacts with the MMR proteins MSH2 and MLH1. FANCD2 monoubiquitylation, foci formation and chromatin loading are greatly diminished in MSH2-deficient cells. Human or mouse cells lacking MSH2 or MLH1 display increased sensitivity and radial formation in response to treatment with DNA crosslinking agents. Studies in human cell lines and Drosophila mutants suggest an epistatic relationship between FANCD2, MSH2 and MLH1 with regard to ICL repair. Surprisingly, the interaction between MSH2 and MLH1 is compromised in multiple FA cell lines, and FA cell lines exhibit deficient MMR. These results suggest a significant role for MMR proteins in the activation of the FA pathway and repair of ICLs. In addition, we provide the first evidence for a defect in MMR in FA cell lines.",2011,"James B Wilson, O John Semmes, Sahana Ananth, Stacy A Williams, Alyssa Mitson-Salazar, Allen E Bale, Andrei Tomashevski, Allison P Clark, Peter M Glazer, Nigel J Jones, Gary M Kupfer"
Loss of the Drosophila cell polarity regulator Scribbled promotes epithelial tissue overgrowth and cooperation with oncogenic Ras-Raf through impaired Hippo pathway signaling,21955824,10.1186/1471-213X-11-57,"Background: Epithelial neoplasias are associated with alterations in cell polarity and excessive cell proliferation, yet how these neoplastic properties are related to one another is still poorly understood. The study of Drosophila genes that function as neoplastic tumor suppressors by regulating both of these properties has significant potential to clarify this relationship. Results: Here we show in Drosophila that loss of Scribbled (Scrib), a cell polarity regulator and neoplastic tumor suppressor, results in impaired Hippo pathway signaling in the epithelial tissues of both the eye and wing imaginal disc. scrib mutant tissue overgrowth, but not the loss of cell polarity, is dependent upon defective Hippo signaling and can be rescued by knockdown of either the TEAD/TEF family transcription factor Scalloped or the transcriptional coactivator Yorkie in the eye disc, or reducing levels of Yorkie in the wing disc. Furthermore, loss of Scrib sensitizes tissue to transformation by oncogenic Ras-Raf signaling, and Yorkie-Scalloped activity is required to promote this cooperative tumor overgrowth. The inhibition of Hippo signaling in scrib mutant eye disc clones is not dependent upon JNK activity, but can be significantly rescued by reducing aPKC kinase activity, and ectopic aPKC activity is sufficient to impair Hippo signaling in the eye disc, even when JNK signaling is blocked. In contrast, warts mutant overgrowth does not require aPKC activity. Moreover, reducing endogenous levels of aPKC or increasing Scrib or Lethal giant larvae levels does not promote increased Hippo signaling, suggesting that aPKC activity is not normally rate limiting for Hippo pathway activity. Epistasis experiments suggest that Hippo pathway inhibition in scrib mutants occurs, at least in part, downstream or in parallel to both the Expanded and Fat arms of Hippo pathway regulation. Conclusions: Loss of Scrib promotes Yorkie/Scalloped-dependent epithelial tissue overgrowth, and this is also important for driving cooperative tumor overgrowth with oncogenic Ras-Raf signaling. Whether this is also the case in human cancers now warrants investigation since the cell polarity function of Scrib and its capacity to restrain oncogene-mediated transformation, as well as the tissue growth control function of the Hippo pathway, are conserved in mammals.",2011,"Karen Doggett, Anthony M Brumby, Felix A Grusche, Helena E Richardson"
Piezo controlled microinjection: an in vivo complement for in vitro sensory studies in insects,21871493,10.1016/j.jneumeth.2011.08.015,"Recent insights into insect olfactory signaling based on in vitro analyses have created an urgent need for equivalent in vivo analyses using living organisms. Here, we present a microinjection system that establishes a ""virtual petri dish"" within sensory structures for the application of agents to sensory neurons. Our system uses a series of pumps to inject chemical agents via air pressure into the surrounding lymph. We show using tetrodotoxin and forskolin application that robust effects on response dynamics of Drosophila melanogaster olfactory sensory neurons could be observed within 200 s, and suggest data analysis techniques to improve estimation of pharmacological effects on response kinetics. This approach provides an improved in vivo method to investigate questions in sensory neuron physiology as a complement to heterologous expression systems.",2011,"Shannon B Olsson, Dieter Wicher, Merid N Getahun, Bill S Hansson"
Basic leucine zipper protein Cnc-C is a substrate and transcriptional regulator of the Drosophila 26S proteasome,21149573,10.1128/MCB.00799-10,"While the 26S proteasome is a key proteolytic complex, little is known about how proteasome levels are maintained in higher eukaryotic cells. Here we describe an RNA interference (RNAi) screen of Drosophila melanogaster that was used to identify transcription factors that may play a role in maintaining levels of the 26S proteasome. We used an RNAi library against 993 Drosophila transcription factor genes to identify genes whose suppression in Schneider 2 cells stabilized a ubiquitin-green fluorescent protein reporter protein. This screen identified Cnc (cap 'n' collar [CNC]; basic region leucine zipper) as a candidate transcriptional regulator of proteasome component expression. In fact, 20S proteasome activity was reduced in cells depleted of cnc. Immunoblot assays against proteasome components revealed a general decline in both 19S regulatory complex and 20S proteasome subunits after RNAi depletion of this transcription factor. Transcript-specific silencing revealed that the longest of the seven transcripts for the cnc gene, cnc-C, was needed for proteasome and p97 ATPase production. Quantitative reverse transcription-PCR confirmed the role of Cnc-C in activation of transcription of genes encoding proteasome components. Expression of a V5-His-tagged form of Cnc-C revealed that the transcription factor is itself a proteasome substrate that is stabilized when the proteasome is inhibited. We propose that this single cnc gene in Drosophila resembles the ancestral gene family of mammalian nuclear factor erythroid-derived 2-related transcription factors, which are essential in regulating oxidative stress and proteolysis.",2011,"Daniel Lundin, Patrick Young, Monica M Davis, Anne Beskow, Kristian Björk Grimberg"
FlyExpress: visual mining of spatiotemporal patterns for genes and publications in Drosophila embryogenesis,21994220,10.1093/bioinformatics/btr567,"Summary: Images containing spatial expression patterns illuminate the roles of different genes during embryogenesis. In order to generate initial clues to regulatory interactions, biologists frequently need to know the set of genes expressed at the same time at specific locations in a developing embryo, as well as related research publications. However, text-based mining of image annotations and research articles cannot produce all relevant results, because the primary data are images that exist as graphical objects. We have developed a unique knowledge base (FlyExpress) to facilitate visual mining of images from Drosophila melanogaster embryogenesis. By clicking on specific locations in pictures of fly embryos from different stages of development and different visual projections, users can produce a list of genes and publications instantly. In FlyExpress, each queryable embryo picture is a heat-map that captures the expression patterns of more than 4500 genes and more than 2600 published articles. In addition, one can view spatial patterns for particular genes over time as well as find other genes with similar expression patterns at a given developmental stage. Therefore, FlyExpress is a unique tool for mining spatiotemporal expression patterns in a format readily accessible to the scientific community. Availability: http://www.flyexpress.net Contact: s.kumar@asu.edu.",2011,"Kristyn Gerold, Christopher Busick, Sethuraman Panchanathan, Stuart J Newfeld, Bernard Van Emden, Hector Ramos, Timothy L Karr, Jieping Ye, Charlotte Konikoff, Shuiwang Ji, Kailah T Davis, Lin-Wei Wu, Michael McCutchan, Sudhir Kumar, Thomas Brody"
"Glypican Gene GPC5 Participates in the Behavioral Response to Ethanol: Evidence from Humans, Mice, and Fruit Flies",22384374,10.1534/g3.111.000976,"Alcohol use disorders are influenced by many interacting genetic and environmental factors. Highlighting this complexity is the observation that large genome-wide association experiments have implicated many genes with weak statistical support. Experimental model systems, cell culture and animal, have identified many genes and pathways involved in ethanol response, but their applicability to the development of alcohol use disorders in humans is undetermined. To overcome the limitations of any single experimental system, the analytical strategy used here was to identify genes that exert common phenotypic effects across multiple experimental systems. Specifically, we (1) performed a mouse linkage analysis to identify quantitative trait loci that influence ethanol-induced ataxia; (2) performed a human genetic association analysis of the mouse-identified loci against ethanol-induced body sway, a phenotype that is not only comparable to the mouse ethanol-ataxia phenotype but is also a genetically influenced endophenotype of alcohol use disorders; (3) performed behavioral genetic experiments in Drosophila showing that fly homologs of GPC5, the member of the glypican gene family implicated by both the human and mouse genetic analyses, influence the fly's response to ethanol; and (4) discovered data from the literature demonstrating that the genetically implicated gene's expression is not only temporally and spatially consistent with involvement in ethanol-induced behaviors but is also modulated by ethanol. The convergence of these data provides strong support to the hypothesis that GPC5 is involved in cellular and organismal ethanol response and the etiology of alcohol use disorders in humans.",2011,"Geoff Joslyn, Gerry Brush, Raymond L White, Lianqun Wu, Fred W Wolf, Marc Schuckit"
Drosophila as a model to study cardiac aging,21130861,10.1016/j.exger.2010.11.035,"With age, cardiac performance declines progressively and the risk of heart disease, a primary cause of mortality, rises dramatically. As the elderly population continues to increase, it is critical to gain a better understanding of the genetic influences and modulatory factors that impact cardiac aging. In an attempt to determine the relevance and utility of the Drosophila heart in unraveling the genetic mechanisms underlying cardiac aging, a variety of heart performance assays have recently been developed to quantify Drosophila heart performance that permit the use of the fruit fly to investigate the heart's decline with age. As for the human heart, Drosophila heart function also deteriorates with age. Notably, with progressive age the incidence of cardiac arrhythmias, myofibrillar disorganization and susceptibility to heart dysfunction and failure all increase significantly. We review here the evidence for an involvement of the insulin-TOR pathway, the K(ATP) channel subunit dSur, the KCNQ potassium channel, as well as Dystrophin and Myosin in fly cardiac aging, and discuss the utility of the Drosophila heart model for cardiac aging studies.",2011,"Jérôme Cartry, Karen Ocorr, Rolf Bodmer, Mayuko Nishimura"
The Alg5 ortholog Wollknäuel is essential for correct epidermal differentiation during Drosophila late embryogenesis,21199819,10.1093/glycob/cwq213,"The formation of an extracellular matrix (ECM) presupposes an ordered delivery of its components to ensure its stereotypic architecture. The Drosophila cuticle is an ECM produced by the epidermis at its apical site and is characterized by a layered organization. To understand the mechanisms of cuticle assembly during development, we have investigated early aspects of protein N-glycosylation, i.e. the attachment of a dolichol-linked oligosaccharide to distinct Asn sites of a protein known to be essential for sorting in the secretory pathway. Mutations in the Drosophila alg5 gene wollknäuel (wol) that codes for an enzyme initiating the glucosylation of the dolichol-linked oligosaccharide decrease, as expected, glucosylation and the amounts of N-glycosylated proteins such as the cuticle-organizing factor Knickkopf, without affecting their correct localization. At the same time, the polarity determinants Crumbs and atypical protein kinase C accumulate at the apical plasma membrane in wol deficient embryos. In part, these perturbations may also be caused by the unfolded protein response, which is commonly triggered by ER stress and downsizes transcription and translation in general. In any case, they are associated with the loss of cuticle layering and aberrant apical plasma membrane organization suggesting that glucosylation, either directly or indirectly through controlling protein degradation, is important for the efficient and balanced deployment of the biochemical functions of secreted and membrane-associated proteins during epidermal differentiation.",2011,"Martin Pabst, Friedrich Altmann, Heinz Schwarz, Khaleelulla Saheb Shaik, Bernard Moussian"
Behavioral responses to hypoxia and hyperoxia in Drosophila larvae: molecular and neuronal sensors,21150317,10.4161/fly.5.2.14284,"The ability to detect changes in oxygen concentration in the environment is critical to the survival of all animals. This requires cells to express a molecular oxygen sensor that can detect shifts in oxygen levels and transmit a signal that leads to the appropriate cellular response. Recent biochemical, genetic and behavioral studies have shown that the atypical soluble guanylyl cyclases function as oxygen detectors in Drosophila larvae triggering a behavioral escape response when exposed to hypoxia. These studies also identified the sensory neurons that innervate the terminal sensory cones as likely chemosensors that mediate this response. Here I summarize the data that led to these conclusions and also highlight evidence that suggests additional, as yet unidentified, proteins are also required for detecting increases and decreases in oxygen concentrations.",2011,David B Morton
Deciphering time measurement: the role of circadian 'clock' genes and formal experimentation in insect photoperiodism,21295039,10.1016/j.jinsphys.2011.01.013,"This review examines possible role(s) of circadian 'clock' genes in insect photoperiodism against a background of many decades of formal experimentation and model building. Since ovarian diapause in the genetic model organism Drosophila melanogaster has proved to be weak and variable, recent attention has been directed to species with more robust photoperiodic responses. However, no obvious consensus on the problem of time measurement in insect photoperiodism has yet to emerge and a variety of mechanisms are indicated. In some species, expression patterns of clock genes and formal experiments based on the canonical properties of the circadian system have suggested that a damped oscillator version of Pittendrigh's external coincidence model is appropriate to explain the measurement of seasonal changes in night length. In other species extreme dampening of constituent oscillators may give rise to apparently hourglass-like photoperiodic responses, and in still others there is evidence for dual oscillator (dawn and dusk) photoperiodic mechanisms of the internal coincidence type. Although the exact role of circadian rhythmicity and of clock genes in photoperiodism is yet to be settled, Bünning's general hypothesis (Bünning, 1936) remains the most persuasive unifying principle. Observed differences between photoperiodic clocks may be reflections of underlying differences in the clock genes in their circadian feedback loops.",2011,"R C Bertossa, D S Saunders"
"[Translational analysis of the Grp gene, a genomic homologue of the Gag gene of the gypsy retrotransposon of Drosophila melanogaster]",22117415,,"The only open reading frame (ORF) (CG4680) encoding the Gag related protein (Grp) gene, a homologue of gag retrotransposons with long terminal repeats (LTR retrotransposons) of the gypsy group, has been found in the Drosophila melanogaster genome. Earlier, it was shown that the gene was expressed at the transcriptional level only in adult D. melanogaster. The Grp gene has been demonstrated to be a functional gene in the D. melanogaster genome, bit its function is yet to be determined.",2011,"A I Kim, I V Kuz'min, A A Shnyriaeva, L N Nefedova"
The chromodomains of CHD1 are critical for enzymatic activity but less important for chromatin localization,21177652,10.1093/nar/gkq1298,"The molecular motor protein CHD1 has been implicated in the regulation of transcription and in the transcription-independent genome-wide incorporation of H3.3 into paternal chromatin in Drosophila melanogaster. A key feature of CHD1 is the presence of two chromodomains, which can bind to histone H3 methylated at lysine 4 and thus might serve to recruit and/or maintain CHD1 at the chromatin. Here, we describe genetic and biochemical approaches to the study of the Drosophila CHD1 chromodomains. We found that overall localization of CHD1 on polytene chromosomes does not appreciably change in chromodomain-mutant flies. In contrast, the chromodomains are important for transcription-independent activities of CHD1 during early embryonic development as well as for transcriptional regulation of several heat shock genes. However, neither CHD1 nor its chromodomains are needed for RNA polymerase II localization and H3K4 methylation but loss of CHD1 decreases transcription-induced histone eviction at the Hsp70 gene in vivo. Chromodomain mutations negatively affect the chromatin assembly activities of CHD1 in vitro, and they appear to be involved in linking the ATP-dependent motor to the chromatin assembly function of CHD1.",2011,"Martin Tribus, Gabriele Scheran, Stefano Morettini, Alexandra Lusser, Anette Zeilner, Hildegard Wörle, Valerie Podhraski, Beatriz Campo-Fernandez, Johanna Sebald, Dmitry V Fyodorov"
Shining light on Drosophila oogenesis: live imaging of egg development,21930372,10.1016/j.gde.2011.08.011,"Drosophila oogenesis is a powerful model for the study of numerous questions in cell and developmental biology. In addition to its longstanding value as a genetically tractable model of organogenesis, recently it has emerged as an excellent system in which to combine genetics and live imaging. Rapidly improving ex vivo culture conditions, new fluorescent biosensors and photo-manipulation tools, and advances in microscopy have allowed direct observation in real time of processes such as stem cell self-renewal, collective cell migration, and polarized mRNA and protein transport. In addition, entirely new phenomena have been discovered, including revolution of the follicle within the basement membrane and oscillating assembly and disassembly of myosin on a polarized actin network, both of which contribute to elongating this tissue. This review focuses on recent advances in live-cell imaging techniques and the biological insights gleaned from live imaging of egg chamber development.",2011,"Li He, Xiaobo Wang, Denise J Montell"
