title,pmid,doi,abstract,year,authors
Determining nuclear shape: the role of farnesylated nuclear membrane proteins,21647295,10.4161/nucl.2.1.13992,"Changes in nuclear morphology are observed in diverse developmental processes as well as in pathological conditions. Modification of nuclear membrane and nuclear lamina protein levels results in altered nuclear shapes, as it has been demonstrated in experimental systems ranging from yeast to human cells. The important role of nuclear membrane components in regulating nuclear morphology is additionally highlighted by the abnormally shaped nuclei observed in diseases where nuclear lamina proteins are mutated. Even though the effect of nuclear envelope components on nuclear shape has been thoroughly described, not much is known about the molecular mechanisms that govern these events. In addition to the known role of intermediate filament formation by lamins, here we discuss several mechanisms that might alone or in combination participate in the regulation of nuclear shape observed upon modification of the levels of nuclear membrane and lamina proteins. Based on recent work with the two farnesylated nuclear membrane Drosophila proteins, kugelkern and lamin Dm0, we propose that the direct interaction of farnesylated nuclear membrane proteins with the phospholipid bilayer leads to nuclear envelope deformation. In addition to this mechanism, we suggest that the interaction of nuclear membrane and lamina proteins with cytoskeletal elements and chromatin, and modifications in lipid biosynthesis might also be involved in the formation of abnormally shaped nuclei.",2011,"Jörg Grobhans, Maria Polychronidou"
TRIM-9 functions in the UNC-6/UNC-40 pathway to regulate ventral guidance,21338947,10.1016/j.jcg.2010.12.004,"TRIpartite Motif (TRIM) family proteins are ring finger domain-containing, multi-domain proteins implicated in many biological processes. Members of the TRIM-9/C-I subfamily of TRIM proteins, including TRIM-9, MID1 and MID2, have neuronal functions and are associated with neurological diseases. To explore whether the functions of C-I TRIM proteins are conserved in invertebrates, we analyzed Caenorhabditis elegans and Drosophila trim-9 mutants. C. elegans trim-9 mutants exhibit defects in the ventral guidance of hermaphrodite specific neuron (HSN) and the touch neuron AVM. Further genetic analyses indicate that TRIM-9 participates in the UNC-6-UNC-40 attraction pathway. Asymmetric distribution of UNC-40 during HSN development is normal in trim-9 mutants. However, the asymmetric localization of MIG-10, a downstream effector of UNC-40, is abolished in trim-9 mutants. These results suggest that TRIM-9 functions upstream of MIG-10 in the UNC-40 pathway. Moreover, we showed that TRIM-9 exhibits E3 ubiquitin ligase activity in vitro and this activity is important for TRIM-9 function in vivo. Additionally, we found that Drosophila trim-9 is required for the midline attraction of a group of sensory neuron axons. Over-expression of the Netrin/UNC-6 receptor Frazzled suppresses the guidance defects in trim-9 mutants. Our study reveals an evolutionarily conserved function of TRIM-9 in the UNC-40/Frazzled-mediated UNC-6/Netrin attraction pathway.",2011,"Xun Huang, Qi Xie, Song Song, Haiyang Chen, Junfeng Bi, Qinglan Ge, Xia Li, Jinbo Wang, Sanyuan Tang"
Precise spatiotemporal control of optogenetic activation using an acousto-optic device,22174813,10.1371/journal.pone.0028468,"Light activation and inactivation of neurons by optogenetic techniques has emerged as an important tool for studying neural circuit function. To achieve a high resolution, new methods are being developed to selectively manipulate the activity of individual neurons. Here, we report that the combination of an acousto-optic device (AOD) and single-photon laser was used to achieve rapid and precise spatiotemporal control of light stimulation at multiple points in a neural circuit with millisecond time resolution. The performance of this system in activating ChIEF expressed on HEK 293 cells as well as cultured neurons was first evaluated, and the laser stimulation patterns were optimized. Next, the spatiotemporally selective manipulation of multiple neurons was achieved in a precise manner. Finally, we demonstrated the versatility of this high-resolution method in dissecting neural circuits both in the mouse cortical slice and the Drosophila brain in vivo. Taken together, our results show that the combination of AOD-assisted laser stimulation and optogenetic tools provides a flexible solution for manipulating neuronal activity at high efficiency and with high temporal precision.",2011,"Yanmeng Guo, Xiaohui Zhang, Peipei Song, Zuoren Wang, Shaoqun Zeng, Yiding Li, Kaiyu Wang, Yafeng Liu"
Active depletion of host cell inhibitor-of-apoptosis proteins triggers apoptosis upon baculovirus DNA replication,21653668,10.1128/JVI.00667-11,"Apoptosis is an important antivirus defense by virtue of its impact on virus multiplication and pathogenesis. To define molecular mechanisms by which viruses are detected and the apoptotic response is initiated, we examined the antiviral role of host inhibitor-of-apoptosis (IAP) proteins in insect cells. We report here that the principal IAPs, DIAP1 and SfIAP, of the model insects Drosophila melanogaster and Spodoptera frugiperda, respectively, are rapidly depleted and thereby inactivated upon infection with the apoptosis-inducing baculovirus Autographa californica multicapsid nucleopolyhedrovirus (AcMNPV). Virus-induced loss of these host IAPs triggered caspase activation and apoptotic death. Elevation of IAP levels by ectopic expression repressed caspase activation. Loss of host IAP in both species was triggered by AcMNPV DNA replication. By using selected inhibitors, we found that virus-induced IAP depletion was mediated in part by the proteasome but not by caspase cleavage. Consistent with this conclusion, mutagenic disruption of the SfIAP RING motif, which acts as an E3 ubiquitin ligase, stabilized SfIAP during infection. Importantly, SfIAP was also stabilized upon the removal of its 99-residue N-terminal leader, which serves as a critical determinant of IAP turnover. These data indicated that a host pathway initiated by virus DNA replication and acting through instability motifs embedded within IAP triggers IAP depletion and thereby causes apoptosis. Taken together, the results of our study suggest that host modulation of cellular IAP levels is a conserved mechanism by which insects mount an apoptotic antiviral response. Thus, host IAPs may function as critical sentinels of virus invasion in insects.",2011,"Rianna Vandergaast, Paul D Friesen, Kimberly L W Schultz, Rebecca J Cerio"
Synaptonemal complex-dependent centromeric clustering and the initiation of synapsis in Drosophila oocytes,22036182,10.1016/j.cub.2011.09.044,"The pairing of homologous chromosomes and the intimate synapsis of the paired homologs by the synaptonemal complex (SC) are essential for subsequent meiotic processes including recombination and chromosome segregation. Here we show that the centromere clustering plays an important role in initiating homolog synapsis during meiosis in Drosophila females. Although centromeres are not clustered prior to the onset of meiosis, all four pairs of centromeres are actively clustered into one or two masses during early meiotic prophase. Within the 16-cell cyst, centromeric clustering appears to define the first step in the initiation of synapsis. Clustering is restricted to the nuclei that form the SC and is dependent on all known SC proteins. Surprisingly, both centromeric clusters and the SC components associated with them persist long after the disassembly of the euchromatic SC at the end of pachytene. The initiation of homologous recombination through the formation of programmed double-strand breaks (DSBs) is not required for either the formation or the maintenance of the centromeric clusters. Our data support a view in which the SC-mediated clustering at the centromeres is the initiating event for meiotic synapsis.",2011,"Cláudio E Sunkel, Cathleen M Lake, Eurico Morais-de-Sá, R Scott Hawley, Satomi Takeo"
Wind speed affects prey-catching behaviour in an orb web spider,21993581,10.1007/s00114-011-0854-4,"Wind has previously been shown to influence the location and orientation of spider web sites and also the geometry and material composition of constructed orb webs. We now show that wind also influences components of prey-catching behaviour within the web. A small wind tunnel was used to generate different wind speeds. Araneus diadematus ran more slowly towards entangled Drosophila melanogaster in windy conditions, which took less time to escape the web. This indicates a lower capture probability and a diminished overall predation efficiency for spiders at higher wind speeds. We conclude that spiders' behaviour of taking down their webs as wind speed increases may therefore not be a response only to possible web damage.",2011,"Thomas Hesselberg, Joe Turner, Fritz Vollrath"
Live imaging of the Drosophila spermatogonial stem cell niche reveals novel mechanisms regulating germline stem cell output,21752931,10.1242/dev.065797,"Adult stem cells modulate their output by varying between symmetric and asymmetric divisions, but have rarely been observed in living intact tissues. Germline stem cells (GSCs) in the Drosophila testis are anchored to somatic hub cells and were thought to exclusively undergo oriented asymmetric divisions, producing one stem cell that remains hub-anchored and one daughter cell displaced out of the stem cell-maintaining micro-environment (niche). We developed extended live imaging of the Drosophila testis niche, allowing us to track individual germline cells. Surprisingly, new wild-type GSCs are generated in the niche during steady-state tissue maintenance by a previously undetected event we term 'symmetric renewal', where interconnected GSC-daughter cell pairs swivel such that both cells contact the hub. We also captured GSCs undergoing direct differentiation by detaching from the hub. Following starvation-induced GSC loss, GSC numbers are restored by symmetric renewals. Furthermore, upon more severe (genetically induced) GSC loss, both symmetric renewal and de-differentiation (where interconnected spermatogonia fragment into pairs while moving towards then establishing contact with the hub) occur simultaneously to replenish the GSC pool. Thus, stereotypically oriented stem cell divisions are not always correlated with an asymmetric outcome in cell fate, and changes in stem cell output are governed by altered signals in response to tissue requirements.",2011,"X Rebecca Sheng, Erika Matunis"
Sweet taste signaling and the formation of memories of energy sources,22144950,10.3389/fnsys.2011.00099,"The last decade witnessed remarkable advances in our knowledge of the gustatory system. Application of molecular biology techniques not only determined the identity of the membrane receptors and downstream effectors that mediate sweetness, but also uncovered the overall logic of gustatory coding in the periphery. However, while the ability to taste sweet may offer the obvious advantage of eliciting rapid and robust intake of sugars, a number of recent studies demonstrate that sweetness is neither necessary nor sufficient for the formation of long-lasting preferences for stimuli associated with sugar intake. Furthermore, uncoupling sweet taste from ensuing energy utilization may disrupt body weight control. This minireview examines recent experiments performed in both rodents and Drosophila revealing the taste-independent rewarding properties of metabolizable sugars. Taken together, these experiments demonstrate the reinforcing actions of sugars in the absence of sweet taste signaling and point to a critical role played by dopamine systems in translating metabolic sensing into behavioral action. From a mechanistic viewpoint, current evidence favors the concept that gastrointestinal and post-absorptive signals contribute in parallel to sweet-independent sugar acceptance and dopamine release.",2011,Ivan E de Araujo
A Bmp/Admp regulatory circuit controls maintenance and regeneration of dorsal-ventral polarity in planarians,21295483,10.1016/j.cub.2011.01.017,"Animal embryos have diverse anatomy and vary greatly in size. It is therefore remarkable that a common signaling pathway, BMP signaling, controls development of the dorsoventral (DV) axis throughout the Bilateria. In vertebrates, spatially opposed expression of the BMP family proteins Bmp4 and Admp (antidorsalizing morphogenetic protein) can promote restoration of DV pattern following tissue removal. bmp4 orthologs have been identified in all three groups of the Bilateria (deuterostomes, ecdysozoans, and lophotrochozoans). By contrast, the absence of admp orthologs in ecdysozoans such as Drosophila and C. elegans has suggested that a regulatory circuit of oppositely expressed bmp4 and admp genes represents a deuterostome-specific innovation. Here we describe the existence of spatially opposed bmp and admp expression in a protostome. An admp ortholog (Smed-admp) is expressed ventrally and laterally in adult Schmidtea mediterranea planarians, opposing the dorsal-pole expression of Smed-bmp4. Smed-admp is required for regeneration following parasagittal amputation. Furthermore, Smed-admp promotes Smed-bmp4 expression and Smed-bmp4 inhibits Smed-admp expression, generating a regulatory circuit that buffers against perturbations of Bmp signaling. These results suggest that a Bmp/Admp regulatory circuit is a central feature of the Bilateria, used broadly for the establishment, maintenance, and regeneration of the DV axis.",2011,"Michael A Gaviño, Peter W Reddien"
"Crystal structure of Ssu72, an essential eukaryotic phosphatase specific for the C-terminal domain of RNA polymerase II, in complex with a transition state analogue",21204787,10.1042/BJ20101471,"Reversible phosphorylation of the CTD (C-terminal domain) of the eukaryotic RNA polymerase II largest subunit represents a critical regulatory mechanism during the transcription cycle and mRNA processing. Ssu72 is an essential phosphatase conserved in eukaryotes that dephosphorylates phosphorylated Ser5 of the CTD heptapeptide. Its function is implicated in transcription initiation, elongation and termination, as well as RNA processing. In the present paper we report the high resolution X-ray crystal structures of Drosophila melanogaster Ssu72 phosphatase in the apo form and in complex with an inhibitor mimicking the transition state of phosphoryl transfer. Ssu72 facilitates dephosphorylation of the substrate through a phosphoryl-enzyme intermediate, as visualized in the complex structure of Ssu72 with the oxo-anion compound inhibitor vanadate at a 2.35 Å (1 Å=0.1 nm) resolution. The structure resembles the transition state of the phosphoryl transfer with vanadate exhibiting a trigonal bi-pyramidal geometry covalently bonded to the nucleophilic cysteine residue. Interestingly, the incorporation of oxo-anion compounds greatly stabilizes a flexible loop containing the general acid, as detected by an increase of melting temperature of Ssu72 detected by differential scanning fluorimetry. The Ssu72 structure exhibits a core fold with a similar topology to that of LMWPTPs [low-molecular-mass PTPs (protein tyrosine phosphatases)], but with an insertion of a unique 'cap' domain to shelter the active site from the solvent with a deep groove in between where the CTD substrates bind. Mutagenesis studies in this groove established the functional roles of five residues (Met17, Pro46, Asp51, Tyr77 and Met85) that are essential specifically for substrate recognition.",2011,"Yan Zhang, Yong Zhang, Mengmeng Zhang"
Dicer assay in Drosophila S2 cell extract,21431688,10.1007/978-1-61779-037-9_13,"Double-stranded RNA (dsRNA) is the trigger of RNA interference (RNAi)-mediated gene regulation. Dicer processes dsRNAs into short interfering RNAs (siRNAs), which are incorporated into the effector RNA-induced silencing complex (RISC) and direct degradation of homologous target mRNAs. In plants and invertebrates, the RNAi machinery also acts as an antiviral mechanism through production of viral siRNAs by Dicer and silencing of replicating viruses. Viral suppressors of RNAi (VSRs) are encoded by some viruses and serve as a strategy to counteract the RNAi-based antiviral immunity. In this chapter, we describe a Dicer activity assay in extracts prepared from Drosophila melanogaster S2 cells. We also introduce a simple procedure to study VSR activity in the in vitro Dicer assay.",2011,"Hongwei Li, Baojun Yang"
Abdominal sensory equipment involved in external host discrimination in a solitary parasitoid wasp,21563267,10.1002/jemt.21007,"Already parasitized hosts are often of poorer quality than healthy hosts. It is therefore usually advantageous for parasitoid females to recognize and reject them. Parasitized hosts can be identified on the basis of various physical or chemical marks present on the surface or inside the hosts or their surroundings in the case of concealed host. Here we studied host discrimination behaviors of females of a certain population of Pachycrepoideus vindemmiae, a solitary ectoparasitoid, which are known to reject large-sized parasitized hosts after an abdominal examination of their surface. We first investigated females' recognition behaviors of host parasitism status when confronted to small-sized hosts (Drosophila melanogaster pupae) as host size may influence the use of different cues for host selection. We showed that, in such a situation, females also discriminate parasitized hosts after an external host exploration with the tip of their ovipositor sheath (third valvulae). We then described the sense organs present on the different parts of the ovipositor by means of scanning and transmission electron microscopy analysis. As the extremity of the third valvulae bears only one type of sensilla that appears to be chemoreceptors, we considered these sensilla as highly likely to be involved in host discrimination in P. vindemmiae. To our knowledge, this is the first time that receptors located on the ovipositor sheath are described as implicated in host discrimination in parasitoid wasps. We discuss potential chemical markers that might be detected by these receptors.",2011,"Sonia Dourlot, Marlène Goubault, Anne Le Ralec, Chrystelle Paty, Anne Marie Cortesero, Julie Fourrier"
