title,pmid,doi,abstract,year,authors
Synthesis of double-layered rotavirus-like particles using internal ribosome entry site vector system in stably-transformed Drosophila melanogaster,20820877,10.1007/s10529-010-0390-x,"We established a bicistronic expression system using an encephalomyocarditis virus (EMCV)-derived internal ribosomal entry site (IRES) element to generate stably transformed Drosophila melanogaster Schneider 2 (S2) cells expressing human rotavirus Wa capsid proteins, VP2 and VP6, for the synthesis of VP2/6 double-layered virus-like particle (DVLP). The EMCV-derived IRES permitted bicistronic translation of recombinant VP6. Recombinant VP2 and VP6 were detected in extracellular fractions of stably transformed S2 cells. A wheel-like DVLP (diam ~ 50-55 nm) with short spikes was produced from the extracellular fraction of stably transformed S2 cells. A bicistronic expression system using an EMCV-derived IRES element can thus be used to express two proteins of interest in stably transformed S2 cells. The bi-or tri-cistronic expression of recombinant VP2/6/7 using stably transformed S2 cells can also be used to produce rotavirus VLPs.",2011,"Kyung Il Kim, Jong Min Lee, Ki Hyun Yoo, Jeon Hwang-Bo, In Sik Chung, Jong-Hwa Park, Ha Young Chung"
Social synchronization of circadian locomotor activity rhythm in the fruit fly Drosophila melanogaster,22031738,10.1242/jeb.057554,"Circadian clocks regulate the physiology and behaviour of organisms across a wide range of taxa. To keep track of local time, these clocks use a variety of time cues such as light-dark, temperature, food availability and social interaction cycles. This study assessed the role of social cues in modulating circadian clocks of the fruit fly Drosophila melanogaster. Using pair-wise interactions, we first estimated the percentage contribution of each interacting partner on the cumulative rhythmic behaviour of the pairs. Subsequently, we studied the effects of multi-individual (group-wise) interactions on the rhythmic behaviour of the group by estimating phase synchrony between individuals of different strains (having different circadian periods) maintained in both homogeneous and heterogeneous groups. Although it is known that social interactions improve synchrony between interacting individuals, we asked whether such interactions are able to synchronize the circadian rhythms of highly phase-desynchronized flies. We found that, although interactions between fly strains possessing different circadian periods failed to produce synchrony, social interactions among phase-desynchronized flies did enhance the phase synchrony of the interacting individuals. Differently phased individuals living in social groups displayed significantly greater phase synchrony than those living solitarily. Social synchronization is olfaction mediated as group-wise interactions among phase-desynchronized flies possessing compromised olfactory ability (Or83b(0)) did not improve phase synchrony. These results suggest that social cues synchronize the circadian clocks of Drosophila provided that the interacting individuals have similar clock periods.",2011,"Vijay Kumar Sharma, Shahnaz Rahman Lone"
The Enhancer of split complex arose prior to the diversification of schizophoran flies and is strongly conserved between Drosophila and stalk-eyed flies (Diopsidae),22151427,10.1186/1471-2148-11-354,"Background: In Drosophila, the Enhancer of split complex (E(spl)-C) comprises 11 bHLH and Bearded genes that function during Notch signaling to repress proneural identity in the developing peripheral nervous system. Comparison with other insects indicates that the basal state for Diptera is a single bHLH and Bearded homolog and that the expansion of the gene complex occurred in the lineage leading to Drosophila. However, comparative genomic data from other fly species that would elucidate the origin and sequence of gene duplication for the complex is lacking. Therefore, in order to examine the evolutionary history of the complex within Diptera, we reconstructed, using several fosmid clones, the entire E(spl)-complex in the stalk-eyed fly, Teleopsis dalmanni and collected additional homologs of E(spl)-C genes from searches of dipteran EST databases and the Glossina morsitans genome assembly. Results: Comparison of the Teleopsis E(spl)-C gene organization with Drosophila indicates complete conservation in gene number and orientation between the species except that T. dalmanni contains a duplicated copy of E(spl)m5 that is not present in Drosophila. Phylogenetic analysis of E(spl)-complex bHLH and Bearded genes for several dipteran species clearly demonstrates that all members of the complex were present prior to the diversification of schizophoran flies. Comparison of upstream regulatory elements and 3' UTR domains between the species also reveals strong conservation for many of the genes and identifies several novel characteristics of E(spl)-C regulatory evolution including the discovery of a previously unidentified, highly conserved SPS+A domain between E(spl)mγ and E(spl)mβ. Conclusion: Identifying the phylogenetic origin of E(spl)-C genes and their associated regulatory DNA is essential to understanding the functional significance of this well-studied gene complex. Results from this study provide numerous insights into the evolutionary history of the complex and will help refine the focus of studies examining the adaptive consequences of this gene expansion.",2011,"Jennifer V Kuehl, Richard H Baker, Gerald S Wilkinson"
Validation and application of Drosophila melanogaster as an in vivo model for the detection of double strand breaks by neutral Comet assay,21281740,10.1016/j.mrgentox.2011.01.010,"Comet assay under neutral conditions allows detection of DNA double-strand breaks (DSBs), which has consequence to genome instability and carcinogenesis. The present study aims to validate the neutral Comet assay for genotoxicity assessment in Drosophila melanogaster (Oregon R(+)) with three well known DSBs inducers i.e. cyclophosphamide (CP), bleomycin (BLM), cisplatin (CPT) and subsequently its efficacy in detecting DSBs in the organism exposed to a well known environmental chemical, chromium [Cr(VI)]. Third instar larvae of D. melanogaster were fed different concentrations of BLM, CPT and CP (50.0-200.0μg/ml) or Cr(VI) (5.0-20.0μg/ml) mixed standard Drosophila food for 48h. Neutral Comet assay was performed in cells of mid gut and brain from control and treated larvae. Our results show a dose-dependent increase in the migration of DNA in cells of the exposed organisms. A comparison among DNA lesions per mole number of the test chemical in the exposed groups showed that both BLM and CPT induce more DSBs than CP. Interestingly, Cr(VI) at 20.0μg/ml was found to induce significantly increased (p<0.001) DSBs in the exposed organism as compared to the control. The study while validating neutral Comet assay in D. melanogaster suggests its use for in vivo assessment of environmental chemical induced DSBs.",2011,"M Mishra, Anurag Sharma, A K Shukla, D Kar Chowdhuri"
Genome-wide analysis of the binding of the Hox protein Ultrabithorax and the Hox cofactor Homothorax in Drosophila,21483667,10.1371/journal.pone.0014778,"Hox genes encode a family of transcription factors that are key developmental regulators with a highly conserved role in specifying segmental diversity along the metazoan body axis. Although they have been shown to regulate a wide variety of downstream processes, direct transcriptional targets have been difficult to identify and this has been a major obstacle to our understanding of Hox gene function. We report the identification of genome-wide binding sites for the Hox protein Ultrabithorax (Ubx) using a YFP-tagged Drosophila protein-trap line together with chromatin immunoprecipitation and microarray analysis. We identify 1,147 genes bound by Ubx at high confidence in chromatin from the haltere imaginal disc, a prominent site of Ubx function where it specifies haltere versus wing development. The functional relevance of these genes is supported by their overlap with genes differentially expressed between wing and haltere imaginal discs. The Ubx-bound gene set is highly enriched in genes involved in developmental processes and contains both high-level regulators as well as genes involved in more basic cellular functions. Several signalling pathways are highly enriched in the Ubx target gene set and our analysis supports the view that Hox genes regulate many levels of developmental pathways and have targets distributed throughout the gene network. We also performed genome-wide analysis of the binding sites for the Hox cofactor Homothorax (Hth), revealing a striking similarity with the Ubx binding profile. We suggest that these binding profiles may be strongly influenced by chromatin accessibility and provide evidence of a link between Ubx/Hth binding and chromatin state at genes regulated by Polycomb silencing. Overall, we define a set of direct Ubx targets in the haltere imaginal disc and suggest that chromatin accessibility has important implications for Hox target selection and for transcription factor binding in general.",2011,"Steven Russell, Siew Woh Choo, Robert White"
"R2 dynamics in Triops cancriformis (Bosc, 1801) (Crustacea, Branchiopoda, Notostraca): turnover rate and 28S concerted evolution",20628416,10.1038/hdy.2010.86,"The R2 retrotransposon is here characterized in bisexual populations of the European crustacean Triops cancriformis. The isolated element matches well with the general aspects of the R2 family and it is highly differentiated from that of the congeneric North American Triops longicaudatus. The analysis of 5' truncations indicates that R2 dynamics in T. cancriformis populations show a high turnover rate as observed in Drosophila simulans. For the first time in the literature, though, individuals harboring truncation variants, but lacking the complete element, are found. Present results suggest that transposition-mediated deletion mechanisms, possibly involving genomic turnover processes acting on rDNAs, can dramatically decrease the copy number or even delete R2 from the ribosomal locus. The presence of R2 does not seem to impact on the nucleotide variation of inserted 28S rDNA with respect to the uninserted genes. On the other hand, a low level of polymorphism characterizes rDNA units because new 28S variants continuously spread across the ribosomal array. Again, the interplay between transposition-mediated deletion and molecular drive may explain this pattern.",2011,"A Luchetti, V Mingazzini, B Mantovani"
Survival in extreme environments - on the current knowledge of adaptations in tardigrades,21251237,10.1111/j.1748-1716.2011.02252.x,"Tardigrades are microscopic animals found worldwide in aquatic as well as terrestrial ecosystems. They belong to the invertebrate superclade Ecdysozoa, as do the two major invertebrate model organisms: Caenorhabditis elegans and Drosophila melanogaster. We present a brief description of the tardigrades and highlight species that are currently used as models for physiological and molecular investigations. Tardigrades are uniquely adapted to a range of environmental extremes. Cryptobiosis, currently referred to as a reversible ametabolic state induced by e.g. desiccation, is common especially among limno-terrestrial species. It has been shown that the entry and exit of cryptobiosis may involve synthesis of bioprotectants in the form of selective carbohydrates and proteins as well as high levels of antioxidant enzymes and other free radical scavengers. However, at present a general scheme of mechanisms explaining this phenomenon is lacking. Importantly, recent research has shown that tardigrades even in their active states may be extremely tolerant to environmental stress, handling extreme levels of ionizing radiation, large fluctuation in external salinity and avoiding freezing by supercooling to below -20 °C, presumably relying on efficient DNA repair mechanisms and osmoregulation. This review summarizes the current knowledge on adaptations found among tardigrades, and presents new data on tardigrade cell numbers and osmoregulation.",2011,"K A Halberg, D Persson, H Ramløv, R M Kristensen, M Bjørn, A Jørgensen, N Møbjerg"
"The F box protein partner of paired regulates stability of Drosophila centromeric histone H3, CenH3(CID)",21871803,10.1016/j.cub.2011.07.041,"Centromere identity and function is determined by the specific localization of CenH3 (reviewed in [1-7]). Several mechanisms regulate centromeric CenH3 localization, including proteasome-mediated degradation that, both in budding yeast and Drosophila, regulates CenH3 levels and prevents promiscuous misincorporation throughout chromatin [8, 9]. CenH3(CENP-A) proteolysis has also been reported in senescent human cells [10] or upon infection with herpes simplex virus 1 [11]. Little is known, however, about the actual mechanisms that regulate CenH3 proteolysis. Recent work in budding yeast identified Psh1 as an E3-ubiquitin ligase that mediates degradation of CenH3(Cse4p) [12, 13], but E3-ligases regulating CenH3 stability in metazoans are unknown. Here, we report that the F box protein partner of paired (Ppa), which is a variable subunit of the main E3-ligase SCF [14-17], mediates CenH3(CID) stability in Drosophila. Our results show that Ppa depletion results in increased CenH3(CID) levels. Ppa physically interacts with CenH3(CID) through the CATD(CID) that, in the fly, mediates Ppa-dependent CenH3(CID) stability. Altogether, these results strongly suggest that, in Drosophila, SCF(Ppa) regulates CenH3(CID) proteolysis. Interestingly, most known SCF complexes are inactive when, at mitosis, de novo CenH3(CID) deposition takes place at centromeres, suggesting that, in Drosophila, CenH3(CID) deposition and proteolysis are synchronized events.",2011,"Mònica Torras-Llort, Olga Moreno-Moreno, Fernando Azorín, Sònia Medina-Giró"
SAYP interacts with DHR3 nuclear receptor and participates in ecdysone-dependent transcription regulation,21519192,10.4161/cc.10.11.15727,The role of metazoan coactivator SAYP in nuclear receptor-driven gene activation in the ecdysone cascade of Drosophila is considered. SAYP interacts with DHR3 nuclear receptor and activates the corresponding genes by recruiting the BTFly (Brahma and TFIID) coactivator supercomplex. The knockdown of SAYP leads to a decrease in the level of DHR3-activated transcription. DHR3 and SAYP interact during development and have multiple common targets across the genome.,2011,"Nadezhda E Vorobyeva, Yulii V Shidlovskii, Elena N Nabirochkina, Julia L Kuzmina, Julia V Nikolenko, Alexey N Krasnov, Sofia G Georgieva, Vladislav V Panov"
"WAVE2, N-WASP, and Mena facilitate cell invasion via phosphatidylinositol 3-kinase-dependent local accumulation of actin filaments",21769917,10.1002/jcb.23276,"Cell migration is accomplished by the formation of cellular protrusions such as lamellipodia and filopodia. These protrusions result from actin filament (F-actin) rearrangement at the cell cortex by WASP/WAVE family proteins and Drosophila enabled (Ena)/vasodilator-stimulated factor proteins. However, the role of each of these actin cytoskeletal regulatory proteins in the regulation of three-dimensional cell invasion remains to be clarified. We found that platelet-derived growth factor (PDGF) induces invasion of MDA-MB-231 human breast cancer cells through invasion chamber membrane pores. This invasion was accompanied by intensive F-actin accumulation at the sites of cell infiltration. After PDGF stimulation, WAVE2, N-WASP, and a mammalian Ena (Mena) colocalized with F-actin at the sites of cell infiltration in a phosphatidylinositol 3-kinase (PI3K)-dependent manner. Depletion of WAVE2, N-WASP, or Mena by RNA interference (RNAi) abrogated both cell invasion and intensive F-actin accumulation at the invasion site. These results indicate that by mediating intensive F-actin accumulation at the sites of cell infiltration, WAVE2, N-WASP, and Mena are crucial for PI3K-dependent cell invasion induced by PDGF.",2011,"Kazuhide Takahashi, Katsuo Suzuki"
A portable system for monitoring the behavioral activity of Drosophila,21907735,10.1016/j.jneumeth.2011.08.039,"We describe a low-cost system for monitoring the behavioral activity of the fruit fly, Drosophila melanogaster. The system is readily adaptable to one or more cameras for simultaneous recordings of behavior from different angles and can be used for monitoring multiple individuals in a population at the same time. Signal processing allows discriminating between active and inactive periods during locomotion or flying, and quantification of subtler movements related to changes in position of the wings or legs. The recordings can be taken continuously over long periods of time and can thus provide information about the dynamics of a population. The system was used to monitor responses to caffeine, changes in temperature and g-force, and activity in a variable size population.",2011,"Omer T Inan, Max E Sanchez, Oana Marcu, Gregory T A Kovacs, Sharmila Bhattacharya"
Separation of stem cell maintenance and transposon silencing functions of Piwi protein,22065765,10.1073/pnas.1106676108,"Piwi-interacting RNAs (piRNAs) and Piwi proteins have the evolutionarily conserved function of silencing of repetitive genetic elements in germ lines. The founder of the Piwi subfamily, Drosophila nuclear Piwi protein, was also shown to be required for the maintenance of germ-line stem cells (GSCs). Hence, null mutant piwi females exhibit two types of abnormalities, overexpression of transposons and severely underdeveloped ovaries. It remained unknown whether the failure of GSC maintenance is related to transposon derepression or if GSC self-renewal and piRNA silencing are two distinct functions of the Piwi protein. We have revealed a mutation, piwi(Nt), removing the nuclear localization signal of the Piwi protein. piwi(Nt) females retain the ability of GSC self-renewal and a near-normal number of egg chambers in the ovarioles but display a drastic transposable element derepression and nuclear accumulation of their transcripts in the germ line. piwi(Nt) mutants are sterile most likely because of the disturbance of piRNA-mediated transposon silencing. Analysis of chromatin modifications in the piwi(Nt) ovaries indicated that Piwi causes chromatin silencing only of certain types of transposons, whereas others are repressed in the nuclei without their chromatin modification. Thus, Piwi nuclear localization that is required for its silencing function is not essential for the maintenance of GSCs. We suggest that the Piwi function in GSC self-renewal is independent of transposon repression and is normally realized in the cytoplasm of GSC niche cells.",2011,"Mikhail S Klenov, Sergey A Lavrov, Anastasia D Stolyarenko, Vladimir A Gvozdev, Evgeny Y Yakushev, Elena A Mikhaleva, Olesya A Sokolova"
A brief history of trp: commentary and personal perspective,21286746,10.1007/s00424-011-0922-9,"The history of the discovery of the transient receptor potential (TRP) cation channel superfamily began in 1969 with Cosens and Manning's isolation of the Drosophila transient receptor potential mutant, in which the photoreceptor response decays during continuous illumination. Early studies from Minke found that the elementary light response was unaffected in trp mutants, and he attributed the defect to an intermediate stage of phototransduction. Montell and Rubin cloned the trp gene in 1989: they recognised it as a transmembrane protein, but also concluded that it did not encode the light-sensitive channels. In 1991, Minke and Selinger proposed that TRP represented a Ca2+ transporter required for refilling intracellular InsP3-sensitive Ca2+ stores, in turn required for activation of the light-sensitive channels. Also in 1991, after developing a photoreceptor patch clamp preparation, I showed that the light-sensitive channels themselves were highly permeable to Ca2+, questioning the need for such a dedicated Ca2+ transporter. In 1992, in collaboration with Minke, I resolved this paradox by showing there were two classes of light-sensitive channels, one highly Ca2+ permeable and eliminated in trp mutants. This represented the first and compelling evidence that TRP represented a light-sensitive channel and was supported by the cloning of the second light-sensitive channel, TRPL, by Kelly's lab. Three years later, in 1995, the labs of Montell and Birnbaumer independently cloned TRPC1, the first of 29 vertebrate TRP isoforms distributed amongst seven subfamilies.",2011,Roger C Hardie
Copy-number variation: the balance between gene dosage and expression in Drosophila melanogaster,21979154,10.1093/gbe/evr023,"Copy-number variants (CNVs) reshape gene structure, modulate gene expression, and contribute to significant phenotypic variation. Previous studies have revealed CNV patterns in natural populations of Drosophila melanogaster and suggested that selection and mutational bias shape genomic patterns of CNV. Although previous CNV studies focused on heterogeneous strains, here, we established a number of second-chromosome substitution lines to uncover CNV characteristics when homozygous. The percentage of genes harboring CNVs is higher than found in previous studies. More CNVs are detected in homozygous than heterozygous substitution strains, suggesting the comparative genomic hybridization arrays underestimate CNV owing to heterozygous masking. We incorporated previous gene expression data collected from some of the same substitution lines to investigate relationships between CNV gene dosage and expression. Most genes present in CNVs show no evidence of increased or diminished transcription, and the fraction of such dosage-insensitive CNVs is greater in heterozygotes. More than 70% of the dosage-sensitive CNVs are recessive with undetectable effects on transcription in heterozygotes. A deficiency of singletons in recessive dosage-sensitive CNVs supports the hypothesis that most CNVs are subject to negative selection. On the other hand, relaxed purifying selection might account for the higher number of protein-protein interactions in dosage-insensitive CNVs than in dosage-sensitive CNVs. Dosage-sensitive CNVs that are upregulated and downregulated coincide with copy-number increases and decreases. Our results help clarify the relation between CNV dosage and gene expression in the D. melanogaster genome.",2011,"Daniel L Hartl, Bernardo Lemos, Jun Zhou, Erik B Dopman"
