title,pmid,doi,abstract,year,authors
The oligomeric state of CtBP determines its role as a transcriptional co-activator and co-repressor of Wingless targets,21468031,10.1038/emboj.2011.100,"C-terminal-binding protein (CtBP) is a well-characterized transcriptional co-repressor that requires homo-dimerization for its activity. CtBP can both repress and activate Wingless nuclear targets in Drosophila. Here, we examine the role of CtBP dimerization in these opposing processes. CtBP mutants that cannot dimerize are able to promote Wingless signalling, but are defective in repressing Wingless targets. To further test the role of dimerization in repression, the positions of basic and acidic residues that form inter-molecular salt bridges in the CtBP dimerization interface were swapped. These mutants cannot homo-dimerize and are compromised for repression. However, their co-expression leads to hetero-dimerization and consequent repression of Wingless targets. Our results support a model where CtBP is a gene-specific regulator of Wingless signalling, with some targets requiring CtBP dimers for inhibition while other targets utilize CtBP monomers for activation of their expression. Functional interactions between CtBP and Pygopus, a nuclear protein required for Wingless signalling, support a model where monomeric CtBP acts downstream of Pygopus in activating some Wingless targets.",2011,"Jinhee L Chang, David L Akey, Ken M Cadigan, Chandan Bhambhani"
Drosophila Nora virus capsid proteins differ from those of other picorna-like viruses,21605604,10.1016/j.virusres.2011.05.006,"The recently discovered Nora virus from Drosophila melanogaster is a single-stranded RNA virus. Its published genomic sequence encodes a typical picorna-like cassette of replicative enzymes, but no capsid proteins similar to those in other picorna-like viruses. We have now done additional sequencing at the termini of the viral genome, extending it by 455 nucleotides at the 5' end, but no more coding sequence was found. The completeness of the final 12,333-nucleotide sequence was verified by the production of infectious virus from the cloned genome. To identify the capsid proteins, we purified Nora virus particles and analyzed their proteins by mass spectrometry. Our results show that the capsid is built from three major proteins, VP4A, B and C, encoded in the fourth open reading frame of the viral genome. The viral particles also contain traces of a protein from the third open reading frame, VP3. VP4A and B are not closely related to other picorna-like virus capsid proteins in sequence, but may form similar jelly roll folds. VP4C differs from the others and is predicted to have an essentially α-helical conformation. In a related virus, identified from EST database sequences from Nasonia parasitoid wasps, VP4C is encoded in a separate open reading frame, separated from VP4A and B by a frame-shift. This opens a possibility that VP4C is produced in non-equimolar quantities. Altogether, our results suggest that the Nora virus capsid has a different protein organization compared to the order Picornavirales.",2011,"Mazen S Habayeb, Vaibhav Srivastava, Thomas Kieselbach, Jens-Ola Ekström, Dan Hultmark, Gunnar Wingsle"
[Patterns of transposable elements distribution on the Drosophila melanogaster polytene chromosomes before and after selection for a quantitative trait],21870509,,"The effect of selection for radius vein length on the distribution of hybridization sites of the P and hobo transposons and the mdgl and mdg2 retrotransposons on polytene chromosomes of Drosophila melanogaster salivary glands was studied. The patterns of these transposable elements (TEs) distribution were polymorphic in both the parental strain and selected strains. The similarity in mdg1 and mdg2 patterns between strains selected in one direction was closer than between strains selected in opposite directions, but the selected strains were closer to each other than to the parental strain regardless of selection direction. No mdg2 hybridization sites that would be absent in the control were found in the selected strains. There were more mdg2 and hobo hybridization sites in the strains selected in the (+) direction than in the (-) direction. The mobility of hobo copies in the strains studied correlated with the presence of its full-sized copy in the genome. The polymorphism of all TEs studied except for mdgl was greater for strains selected in the (+) direction that in the (-) direction. These facts suggest that some TEs migrate over the genome independently of selection, and others are markers of evolutionary events rather than their causes.",2011,"M P Perepelkina, L A Vasil'eva, L P Zakharenko, O V Antonenko, O V Vykhristiuk, V M Efimov"
XPORT-dependent transport of TRP and rhodopsin,22099462,10.1016/j.neuron.2011.09.016,"TRP channels have emerged as key biological sensors in vision, taste, olfaction, hearing, and touch. Despite their importance, virtually nothing is known about the folding and transport of TRP channels during biosynthesis. Here, we identify XPORT (exit protein of rhodopsin and TRP) as a critical chaperone for TRP and its G protein-coupled receptor (GPCR), rhodopsin (Rh1). XPORT is a resident ER and secretory pathway protein that interacts with TRP and Rh1, as well as with Hsp27 and Hsp90. XPORT promotes the targeting of TRP to the membrane in Drosophila S2 cells, a finding that provides a critical first step toward solving a longstanding problem in the successful heterologous expression of TRP. Mutations in xport result in defective transport of TRP and Rh1, leading to retinal degeneration. Our results identify XPORT as a molecular chaperone and provide a mechanistic link between TRP channels and their GPCRs during biosynthesis and transport.",2011,"Nansi Jo Colley, Erica E Rosenbaum, Che-Hsiung Liu, Roger C Hardie, Eva Vasiljevic, Kimberley S Brehm"
Drosophila melanogaster as a model host for the study of microbial pathogenicity and the discovery of novel antimicrobial compounds,21470115,10.2174/138161211795703744,"The past few decades have seen alarming rates of antimicrobial drug resistance. This trend paralleled a lack of conventional methods of discovery of antibiotics with novel mechanisms of action. Although use of mammalian models remains indispensable for preclinical testing of new antimicrobial compounds, combating emerging multidrug-resistant microbial pathogens may require the use of robust, high-throughput experimental systems that can accelerate drug development. The recent discovery of striking similarities in innate immune signaling pathways between Drosophila melanogaster and mammals has led to a surge in the use of this minihost as an alternative model in studying a variety of infectious diseases. Several genetic screens for microbial pathogenicity in Drosophila identified virulence traits shown to be important for infection in mammals that may serve as targets for future drug development. In addition, conventional antimicrobial agents retain full activity in D. melanogaster infection models, which may pave the way for use of this minihost for high-throughput antimicrobial drug screening. Finally, the availability of genetic tools that allow for conditional inactivation of almost every gene in D. melanogaster is anticipated to result in the discovery of novel immunomodulatory mechanisms of action of newly identified antimicrobial compounds. Overall, the powerful genetics of and capacity for large-scale screening in D. melanogaster make this minihost a promising complementary model that may result in a new paradigm in antimicrobial drug discovery. However, antimicrobial drug discovery in such heterologous, phylogenetically disparate minihosts as the fruit flies, would still require further validation in mammalian models.",2011,"George Samonis, Georgios Chamilos, Dimitrios P Kontoyiannis"
Canoe functions at the CNS midline glia in a complex with Shotgun and Wrapper-Nrx-IV during neuron-glia interactions,21389054,10.1242/dev.056192,"Vertebrates and insects alike use glial cells as intermediate targets to guide growing axons. Similar to vertebrate oligodendrocytes, Drosophila midline glia ensheath and separate axonal commissures. Neuron-glia interactions are crucial during these events, although the proteins involved remain largely unknown. Here, we show that Canoe (Cno), the Drosophila ortholog of AF-6, and the DE-cadherin Shotgun (Shg) are highly restricted to the interface between midline glia and commissural axons. cno mutant analysis, genetic interactions and co-immunoprecipitation assays unveil Cno function as a novel regulator of neuron-glia interactions, forming a complex with Shg, Wrapper and Neurexin IV, the homolog of vertebrate Caspr/paranodin. Our results also support additional functions of Cno, independent of adherens junctions, as a regulator of adhesion and signaling events in non-epithelial tissues.",2011,"Ana Carmena, Jana Slováková"
Adenovirus-mediated Drosophila melanogaster deoxyribonucleoside kinase mutants combined with gemcitabine harbor a safe cancer treatment profile,21186401,10.3892/ijo.2010.887,"The purpose of this analysis was to investigate the enzyme activity and specificity of adenovirus-mediated Drosophila melanogaster deoxyribonucleoside kinase (Dm-dNK) mutants in combination with gemcitabine. Compared to herpes simplex type 1 thymidine kinases (HSV-TK) and other known dNKs, this Dm-dNK enzyme has a broader substrate specificity and a higher catalytic rate. We created the Dm-dNK mutants (dNKmut) by site-directed mutagenesis at the sites of 244E, 245S, 251S, and 252R, with the last 10 amino acids in the amino acid sequence randomly alternated. We subsequently evaluated the enzyme activity and substrate specificity. The engineered enzymes showed a relative increase in phosphorylation in the nucleoside analogs of gemcitabine (dFdC, 2',2'-difluoro-deoxycytidine) compared to the wild-type enzyme. The dNKmut enzymes were expressed in breast (Bcap37) and gastric (SGC-7901) cancer cell lines. In studying the sensitivity of the cell lines to dFdC, conditionally replicative adenovirus (CRAd) ZD55-dNKmut showed higher expression and enzymatic activity than the replication-defective adenovirus Ad-dNKmut in cancer cells, but with less cytotoxicity to cancer cells than that of Ad-dNKmut. Our data suggest that the triple phosphorylated dFdC catalyzed by dNKmut inhibited the replication of adenovirus with a simultaneous positive therapeutic effect on cancer cells. Therefore, concomitant use of the ZD55-dNKmut and dFdC could be a novel targeted strategy in suicide gene therapy with safe control of excessive virus replication.",2011,"Xinyu Zheng, Lei Zhao, Huimian Xu, Shuai Ma, Zhi Zhu, Anning He, Zhe Sun"
Homeostatic control of neural activity: a Drosophila model for drug tolerance and dependence,21906535,10.1016/B978-0-12-387003-2.00002-1,"Drug addiction is a complex condition of compulsive drug use that results in devastating physical and social consequences. Drosophila melanogaster has recently emerged as a valuable genetic model for investigating the mechanisms of addiction. Drug tolerance is a measurable endophenotype of addiction that can be easily generated and detected in animal models. The counteradaptive theory for drug dependence postulates that the homeostatic adaptations that produce drug tolerance become counteradaptive after drug clearance, resulting in symptoms of dependence. In flies, a single sedation with ethanol or with an organic solvent anesthetic (benzyl alcohol) induces functional tolerance, an adaptation of the nervous system that reduces the effect of these neural depressants. Here we review the role of the BK channel gene (slo) and genes that encode other synaptic proteins in the process of producing functional tolerance. These proteins are predicted to be part of an orchestrated response that involves specific interactions across a highly complex synaptic protein network. The response of the slo gene to drug exposure and the consequence of induced slo expression fit nicely the tenets of the counteradaptive theory for drug tolerance and dependence. Induction of slo expression represents an adaptive process that generates tolerance because it enhances neuronal excitability, which counters the sedative effects of the drugs. After drug clearance, however, the increase in slo expression leads to an allostatic withdrawal state that is characterized by an increase in the susceptibility for seizure. Together, these results demonstrate a common origin for development of drug tolerance and withdrawal hyperexcitability in Drosophila.",2011,"Alfredo Ghezzi, Nigel S Atkinson"
A novel interaction between hedgehog and Notch promotes proliferation at the anterior-posterior organizer of the Drosophila wing,21098717,10.1534/genetics.110.125138,"Notch has multiple roles in the development of the Drosophila melanogaster wing imaginal disc. It helps specify the dorsal-ventral compartment border, and it is needed for the wing margin, veins, and sensory organs. Here we present evidence for a new role: stimulating growth in response to Hedgehog. We show that Notch signaling is activated in the cells of the anterior-posterior organizer that produce the region between wing veins 3 and 4, and we describe strong genetic interactions between the gene that encodes the Hedgehog pathway activator Smoothened and the Notch pathway genes Notch, presenilin, and Suppressor of Hairless and the Enhancer of split complex. This work thus reveals a novel collaboration by the Hedgehog and Notch pathways that regulates proliferation in the 3-4 intervein region independently of Decapentaplegic.",2011,"Brian Biehs, Thomas B Kornberg, David J Casso"
A presynaptic endosomal trafficking pathway controls synaptic growth signaling,21464232,10.1083/jcb.201009052,"Structural remodeling of synapses in response to growth signals leads to long-lasting alterations in neuronal function in many systems. Synaptic growth factor receptors alter their signaling properties during transit through the endocytic pathway, but the mechanisms controlling cargo traffic between endocytic compartments remain unclear. Nwk (Nervous Wreck) is a presynaptic F-BAR/SH3 protein that regulates synaptic growth signaling in Drosophila melanogaster. In this paper, we show that Nwk acts through a physical interaction with sorting nexin 16 (SNX16). SNX16 promotes synaptic growth signaling by activated bone morphogenic protein receptors, and live imaging in neurons reveals that SNX16-positive early endosomes undergo transient interactions with Nwk-containing recycling endosomes. We identify an alternative signal termination pathway in the absence of Snx16 that is controlled by endosomal sorting complex required for transport (ESCRT)-mediated internalization of receptors into the endosomal lumen. Our results define a presynaptic trafficking pathway mediated by SNX16, NWK, and the ESCRT complex that functions to control synaptic growth signaling at the interface between endosomal compartments.",2011,"Aline D Blunk, J Troy Littleton, Yulia Akbergenova, Ramon A Jorquera, Lauren K Buhl, Avital A Rodal"
Effect of PARP-1 overexpression and pharmacological inhibition of NF-kB on the lifespan of Drosophila melanogaster,22184968,,"Age-dependent accumulation of genome rearrangements leads to cellular senescence, overall aging and lifespan decreasing of the organism. In this respect, it is important to study the effect of overexpression of DNA repair genes on the lifespan and aging parameters (rates of age-related decline of fertility and locomotor activity). The present work investigates how the overexpression of the PARP-1 gene, which is involved in various mechanisms of DNA repair (base excision repair and DNA double-strand breaks repair), combined with a pharmacological inhibition of the NF-kB transcription factor that controls the genes of inflammatory response, affects the lifespan of Drosophila melanogaster. It is demonstrated that in males, constitutive activation of PARP-1 overexpression in the nervous system throughout the lifetime results in reduced median (by 14%) and maximum (by 8%) lifespan, whereas in females the median (by 14%) and maximum (by 20%) lifespan increases. Activation of PARP-1 overexpression in the imago (conditionally) results in extension of the median (by 3-16%) and the maximum (by 10-15%) lifespan in females and males, respectively. The lifespan increase in females with PARP-1 conditional overexpression was accompanied by decrease of fertility. Selective pharmacological inhibition of transcription factor NF-kB with pyrrolidine dithiocarbamate increases the median (by 13-20%) and the maximum (by 11-14%) lifespan in females and males, respectively. No synergic effect between conditionally activated PARP-1 expression and NF-kB inhibition is observed. The geroprotective effect of PARP-1 overexpression depends on the sex and the life history stage of overexpression induction.",2011,"A A Moskalev, M V Shaposhnikov, E N Plyusnina"
Role for Traf4 in polarizing adherens junctions as a prerequisite for efficient cell shape changes,21986496,10.1128/MCB.05542-11,"Apical constriction of epithelial cells is a widely used morphogenetic mechanism. In the Drosophila embryo, the apical constrictions that internalize the mesoderm are controlled by the transcription factor Twist and require intact adherens junctions and a contractile acto-myosin network. We find that adherens junctions in constricting mesodermal cells undergo extensive remodeling. A Twist target gene encoding a member of the tumor necrosis factor (TNF) receptor-associated factor (TRAF) family, Traf4, is involved in this process. While TRAFs are best known for their functions in inflammatory responses, Traf4 appears to have a different role, and its mechanism of action is poorly understood. We show that Traf4 is required for efficient apical constriction during ventral furrow formation and for proper localization of Armadillo to the apical position in constricting cells. Traf4 and Armadillo interact with each other physically and functionally. Traf4 acts in a TNF receptor- and Jun N-terminal protein kinase (JNK)-independent manner to fine-tune the assembly of adherens junctions in the invaginating mesodermal cells.",2011,"Maria Leptin, Sam J Mathew, Martina Rembold"
Origin of sexual isolation in Drosophila ananassae due to founder effects,21626152,10.1007/s10709-011-9582-0,"The origin of sexual isolation is the central event in the evolution of biological species and plays a key role in maintaining biological diversity. Three mass culture stocks of D. ananassae originating from different geographic localities showing no isolation with each other were subjected to different degrees of bottlenecks i.e. one pair, five pairs and ten pairs. These drift lines were passed through flush-crash cycle at every generation with same initial number of founders, and maintained for twenty-seven generations and then the pattern of matings was tested among these nine drift lines involving 36 crosses in total. In 23 of 36 crosses, the difference between homogamic and heterogamic matings was significant and isolation indices were significantly more than zero in one direction only providing evidence for asymmetrical sexual isolation. Further, when Bonferroni test for pair-wise analysis was employed, significant differences between homogamic and heterogamic matings were found in 25 crosses. These findings provide evidence for origin of sexual isolation by founder effects in D. ananassae.",2011,"Punita Nanda, Bashisth N Singh"
Dynamin- and Rab5-dependent endocytosis is required to prevent Drosophila photoreceptor degeneration,21486953,10.1242/jcs.082115,"In Drosophila photoreceptors, Rhodopsin 1 (ninaE, Rh1) is required for proper morphogenesis and maintenance of the apical light-gathering organelle, the rhabdomere. It has been proposed that Rh1, coupled to the Rho GTPases Rac1 and Cdc42, promotes the morphogenesis of a sub-rhabdomeric F-actin meshwork or rhabdomere terminal web (RTW). The RTW provides mechanical support to the apical microvilli and is likely to guide Rab11-dependent delivery of Rh1-rich membrane to the rhabdomere from the trans Golgi network. However, the nature and function of the molecular pathway involved in RTW morphogenesis remains incomplete. Here, we show that Rh1 function in promoting RTW morphogenesis is light-independent and is conserved throughout evolution. This Rh1 function does not require G(q)α(e), which is required for phototransduction. Finally, we show that interfering with Dynamin- and Rab5-dependent endocytosis leads to a phenotype that is undistinguishable from that of the ninaE-null mutant. Importantly, the corresponding endocytic activity is essential to prevent early onset of rhabdomere degeneration. In conclusion, we propose that Rh1 function in promoting RTW morphogenesis is not only needed to sustain apical membrane delivery but is also required for proper rhabdomeric membrane endocytosis and turnover.",2011,"Franck Pichaud, Noelia Pinal"
Effects of photoperiodically induced reproductive diapause and cold hardening on the cold tolerance of Drosophila montana,20932841,10.1016/j.jinsphys.2010.09.007,"Coping with seasonal and daily variation in environmental conditions requires that organisms are able to adjust their reproduction and stress tolerance according to environmental conditions. Females of Drosophila montana populations have adapted to survive over the dark and cold winters at high latitudes and altitudes by spending this season in photoperiodically controlled reproductive diapause and reproducing only in spring/summer. The present study showed that flies of a northern population of this species are quite tolerant of low temperatures and show high seasonal and short-term plasticity in this trait. Culturing the flies in short day length (nearly all females in reproductive diapause), as well as allowing the flies to get cold hardened before the cold treatment, increased the cold tolerance of both sexes both in chill coma recovery time test and in mortality assay. Chill coma recovery time test performed for the females of two additional D. montana populations cultured in a day length where about half of the females enter diapause, also showed that diapause can increase female cold tolerance even without a change in day length. Direct linkage between diapause and cold tolerance was found in only two strains representing a high-altitude population of the species, but the phenomenon will certainly be worth of studying in northern and southern populations of the species with larger data sets.",2011,"Anneli Hoikkala, Laura Vesala"
