title,pmid,doi,abstract,year,authors
Genome-wide examination of the transcriptional response to ecdysteroids 20-hydroxyecdysone and ponasterone A in Drosophila melanogaster,21958154,10.1186/1471-2164-12-475,"Background: The 20-hydroxyecdysone (20E) hierarchy of gene activation serves as an attractive model system for studying the mode of steroid hormone regulated gene expression and development. Many structural analogs of 20E exist in nature and among them the plant-derived ponasterone A (PoA) is the most potent. PoA has a higher affinity for the 20E nuclear receptor, composed of the ecysone receptor (EcR) and Ultraspiracle proteins, than 20E and a comparison of the genes regulated by these hormones has not been performed. Furthermore, in Drosophila different cell types elicit different morphological responses to 20E yet the cell type specificity of the 20E transcriptional response has not been examined on a genome-wide scale. We aim to characterize the transcriptional response to 20E and PoA in Drosophila Kc cells and to 20E in salivary glands and provide a robust comparison of genes involved in each response. Results: Our genome-wide microarray analysis of Kc167 cells treated with 20E or PoA revealed that far more genes are regulated by PoA than by 20E (256 vs 148 respectively) and that there is very little overlap between the transcriptional responses to each hormone. Interestingly, genes induced by 20E relative to PoA are enriched in functions related to development. We also find that many genes regulated by 20E in Kc167 cells are not regulated by 20E in salivary glands of wandering 3rd instar larvae and we show that 20E-induced levels of EcR isoforms EcR-RA, ER-RC, and EcR-RD/E differ between Kc cells and salivary glands suggesting a possible cause for the observed differences in 20E-regulated gene transcription between the two cell types. Conclusions: We report significant differences in the transcriptional responses of 20E and PoA, two steroid hormones that differ by only a single hydroxyl group. We also provide evidence that suggests that PoA induced death of non-adapted insects may be related to PoA regulating different set of genes when compared to 20E. In addition, we reveal large differences between Kc cells and salivary glands with regard to their genome-wide transcriptional response to 20E and show that the level of induction of certain EcR isoforms differ between Kc cells and salivary glands. We hypothesize that the differences in the transcriptional response may in part be due to differences in the EcR isoforms present in different cell types.",2011,"Amy S Kehoe, J Timothy Westwood, Scott J Neal, Sarah E Gonsalves"
Antimutagenic activity of two medicinal phytoextracts in somatic cells of Drosophila melanogaster,21391834,10.3109/13880209.2010.527992,"Context and objective: We used the wing somatic assay in Drosophila melanogaster to test the hypothesis that two phytoextracts from Cecropia obtusifolia Bertol (Cecropiaceae) and Equisetum myriochaetum Schlecht. et Cham (Equisetaceae), which are used in folk medicine to treat type 2 diabetes mellitus, could detoxify the mutagen hydrogen peroxide. Materials and methods: Third instar larvae from standard (ST) and high-bioactivation (HB) crosses were chronically exposed to different concentrations of the phytoextracts. Hydrogen peroxide was used to induce oxidative stress and was chronically tested in both crosses. Catalase activity was measured in larvae of both strains 48 h after treatment with hydrogen peroxide. A pretreatment protocol was devised to test the antimutagenic potency of the medicinal extracts. Results: The present study showed that neither of the phytoextracts were genotoxic in Drosophila. Interestingly, the antioxidant enzyme activity levels were different between the larvae. Hydrogen peroxide resulted in a significant genotoxic effect in the ST cross, whereas a detoxification of hydrogen peroxide was found in the HB cross. Thus, catalase was stimulated in the HB cross, which was indicative of a cellular defense mechanism mounted against a xenobiotic hazard. We found that the percentage of inhibition of spots produced by E. myriochaetum was much higher than that induced by Cecropia obtusifolia. Discussion and conclusions: These results are in agreement with the uses of these phytoextracts in traditional medicine. Indeed, the lack of genotoxicity and the antimutagenic activity observed for both phytoextracts validates their use as a therapeutic modality to treat diabetic patients. Moreover, these extracts are suitable for consumption as teas and/or phytomedicines.",2011,"América Nitxin Castañeda Sortibrán, Claudia Segal Kischinevzky, María Guadalupe Ordaz Téllez, Adolfo Andrade-Cetto, Rosario Rodríguez-Arnaiz"
"Role of PDZ proteins in regulating trafficking, signaling, and function of GPCRs: means, motif, and opportunity",21907913,10.1016/B978-0-12-385952-5.00003-8,"PDZ proteins, named for the common structural domain shared by the postsynaptic density protein (PSD95), Drosophila disc large tumor suppressor (DlgA), and zonula occludens-1 protein (ZO-1), constitute a family of 200-300 recognized members. These cytoplasmic adapter proteins are capable of assembling a variety of membrane-associated proteins and signaling molecules in short-lived functional units. Here, we review PDZ proteins that participate in the regulation of signaling, trafficking, and function of G protein-coupled receptors. Salient structural features of PDZ proteins that allow them to recognize targeted GPCRs are considered. Scaffolding proteins harboring PDZ domains may contain single or multiple PDZ modules and may also include other protein-protein interaction modules. PDZ proteins may impact receptor signaling by diverse mechanisms that include retaining the receptor at the cell membrane, thereby increasing the duration of ligand binding, as well as importantly influencing GPCR internalization, trafficking, recycling, and intracellular sorting. PDZ proteins are also capable of modifying the assembled complex of accessory proteins such as β-arrestins that themselves regulate GPCR signaling. Additionally, PDZ proteins may modulate GPCR signaling by altering the G protein to which the receptor binds, or affect other regulatory proteins that impact GTPase activity, protein kinase A, phospholipase C, or modify downstream signaling events. Small molecules targeting the PDZ protein-GPCR interaction are being developed and may become important and selective drug candidates.",2011,"Peter A Friedman, Mark von Zastrow, Guillermo Romero"
A population genetics-phylogenetics approach to inferring natural selection in coding sequences,22144911,10.1371/journal.pgen.1002395,"Through an analysis of polymorphism within and divergence between species, we can hope to learn about the distribution of selective effects of mutations in the genome, changes in the fitness landscape that occur over time, and the location of sites involved in key adaptations that distinguish modern-day species. We introduce a novel method for the analysis of variation in selection pressures within and between species, spatially along the genome and temporally between lineages. We model codon evolution explicitly using a joint population genetics-phylogenetics approach that we developed for the construction of multiallelic models with mutation, selection, and drift. Our approach has the advantage of performing direct inference on coding sequences, inferring ancestral states probabilistically, utilizing allele frequency information, and generalizing to multiple species. We use a Bayesian sliding window model for intragenic variation in selection coefficients that efficiently combines information across sites and captures spatial clustering within the genome. To demonstrate the utility of the method, we infer selective pressures acting in Drosophila melanogaster and D. simulans from polymorphism and divergence data for 100 X-linked coding regions.",2011,"Molly Przeworski, Peter Andolfatto, Daniel J Wilson, Ryan D Hernandez"
Comprehensive analysis of the chromatin landscape in Drosophila melanogaster,21179089,10.1038/nature09725,"Chromatin is composed of DNA and a variety of modified histones and non-histone proteins, which have an impact on cell differentiation, gene regulation and other key cellular processes. Here we present a genome-wide chromatin landscape for Drosophila melanogaster based on eighteen histone modifications, summarized by nine prevalent combinatorial patterns. Integrative analysis with other data (non-histone chromatin proteins, DNase I hypersensitivity, GRO-Seq reads produced by engaged polymerase, short/long RNA products) reveals discrete characteristics of chromosomes, genes, regulatory elements and other functional domains. We find that active genes display distinct chromatin signatures that are correlated with disparate gene lengths, exon patterns, regulatory functions and genomic contexts. We also demonstrate a diversity of signatures among Polycomb targets that include a subset with paused polymerase. This systematic profiling and integrative analysis of chromatin signatures provides insights into how genomic elements are regulated, and will serve as a resource for future experimental investigations of genome structure and function.",2011,"Yuri B Schwartz, Vincenzo Pirrotta, Theresa K Canfield, Peter J Park, Robert E Thurman, Annette Plachetka, Ruibin Xi, Peter J Sabo, David M MacAlpine, Nicole C Riddle, Jason Ernst, Gregory Shanower, Michael Y Tolstorukov, Sarah C R Elgin, Artyom A Alekseyenko, Mitzi I Kuroda, Youngsook L Jung, Gary H Karpen, Eric P Bishop, Peter V Kharchenko, Andrey A Gorchakov, Aki Minoda, Richard W Park, Manolis Kellis, Erica Larschan, Daniela Linder-Basso, Lovelace J Luquette, Richard Sandstrom, John A Stamatoyannopoulos, Tingting Gu"
Rhomboid-7 over-expression results in Opa1-like processing and malfunctioning mitochondria,21945938,10.1016/j.bbrc.2011.09.047,"Rhomboid-7 (rho-7) is a mitochondrial-specific intramembranous protease. The loss-of-function mutation rho-7 results in semi-lethality, while escapers have a reduced lifespan with several neurological disorders [1]. Here we show that general, or CNS-specific expression of rho-7 can rescue the lethality of rho-7. General, or CNS-specific over-expression of rho-7 in otherwise wild-type animals caused semi-lethality, with approximately 50% of the animals escaping this lethality, developing into adults displaying a shortened life span with larval locomotory problem. On a cellular level, over-expression resulted in severe depression of ATP levels and cytochrome c oxidase subunit II mRNA levels, a lowered number of mitochondria in neurons and aggregation of mitochondria in the brain indicating mitochondrial malfunction. Over-expression of rho-7 in developing eye discs resulted in an elevated apoptotic index. In the CNS, elevated levels of rho-7 were accompanied by both isoforms of Opa1-like, a dynamin-like GTPase, a mitochondrial component involved in regulating mitochondrial dynamics and function, including apoptosis. Most, but not all, of rho-7 over-expression phenotypes were suppressed by introducing a heterozygous mutation for Opa1-like. Our results suggest that rho-7 and Opa1-like function in a common molecular pathway affecting mitochondrial function and apoptosis in Drosophila melanogaster.",2011,"Per Kylsten, Mokhlasur Rahman"
Maternal and zygotic requirements for src64 during Drosophila cellularization,21735539,10.1002/dvg.20783,"Cellularization of the multinucleate Drosophila embryo occurs shortly after zygotic transcription begins. During cellular blastoderm morphogenesis, the microfilament cytoskeleton undergoes extensive reorganization. This cytoskeletal reorganization includes synchronized microfilament contraction regulated by src64, a gene encoding a Src nonreceptor tyrosine kinase. We report that src64 is maternally expressed in the Drosophila embryo and acts primarily as a maternal gene during cellularization. However, we show that src64 has some zygotic activity during late cellularization. By using compound chromosomes to generate embryos with wild-type levels of maternal src64 activity, we show that this zygotic activity is normally nonessential. We also report the identification of an alternate src64 transcript. Expression of this transcript is not affected by the src64Δ17 deletion mutation, explaining the presence of low levels of src64 activity observed in src64Δ17 mutants.",2011,"Jeffrey H Thomas, Taylor C Strong"
Modulation of longevity and tissue homeostasis by the Drosophila PGC-1 homolog,22055505,10.1016/j.cmet.2011.09.013,"In mammals, the PGC-1 transcriptional coactivators are key regulators of energy metabolism, including mitochondrial biogenesis and respiration, which have been implicated in numerous pathogenic conditions, including neurodegeneration and cardiomyopathy. Here, we show that overexpression of the Drosophila PGC-1 homolog (dPGC-1/spargel) is sufficient to increase mitochondrial activity. Moreover, tissue-specific overexpression of dPGC-1 in stem and progenitor cells within the digestive tract extends life span. Long-lived flies overexpressing dPGC-1 display a delay in the onset of aging-related changes in the intestine, leading to improved tissue homeostasis in old flies. Together, these results demonstrate that dPGC-1 can slow aging both at the level of cellular changes in an individual tissue and also at the organismal level by extending life span. Our findings point to the possibility that alterations in PGC-1 activity in high-turnover tissues, such as the intestine, may be an important determinant of longevity in mammals.",2011,"David W Walker, Jae H Hur, William S Ansari, Sepehr Bahadorani, Thomas Lo Jr, Jaehyoung Cho, D Leanne Jones, Christopher L Koehler, Matthew Ulgherait, Michael Rera"
Drosophila pupal abdomen immunohistochemistry,21988937,10.3791/3139,"The Drosophila pupal abdomen is an established model system for the study of epithelial morphogenesis and the development of sexually dimorphic morphologies. During pupation, which spans approximately 96 hours (at 25 °C), proliferating populations of imaginal cells replace the larval epidermis to generate the adult abdominal segments. These imaginal cells, born during embryogenesis, exist as lateral pairs of histoblast nests in each abdominal segment of the larvae. Four pairs of histoblast nests give rise to the adult dorsal cuticle (anterior and posterior dorsal nests), the ventral cuticle (ventral nests) and the spiracles associated with each segment (spiracle nests). Upon puparation, these diploid cells (distinguishable by size from the larger polyploid larval epidermal cells- LECs) begin a stereotypical process of proliferation, migration and replacement of the LECs. Various molecular and genetic tools can be employed to investigate the contributions of genetic pathways involved in morphogenesis of the adult abdomen. Ultimate adult phenotypes are typically analyzed following dissection of adult abdominal cuticles. However, investigation of the underlying molecular processes requires immunohistochemical analyses of the pupal epithelium, which present unique challenges. Temporally dynamic morphogenesis and the interactions of two distinct epithelial populations (larval and imaginal) generate a fragile tissue prone to excessive cell loss during dissection and subsequent processing. We have developed methods of dissection, fixation, mounting and imaging of the Drosophila pupal abdominem epithelium for immunohistochemical studies that generate consistent high quality samples suitable for confocal or standard fluorescent microscopy.",2011,"John H Yoder, Wei Wang"
Bacterial communities of diverse Drosophila species: ecological context of a host-microbe model system,21966276,10.1371/journal.pgen.1002272,"Drosophila melanogaster is emerging as an important model of non-pathogenic host-microbe interactions. The genetic and experimental tractability of Drosophila has led to significant gains in our understanding of animal-microbial symbiosis. However, the full implications of these results cannot be appreciated without the knowledge of the microbial communities associated with natural Drosophila populations. In particular, it is not clear whether laboratory cultures can serve as an accurate model of host-microbe interactions that occur in the wild, or those that have occurred over evolutionary time. To fill this gap, we characterized natural bacterial communities associated with 14 species of Drosophila and related genera collected from distant geographic locations. To represent the ecological diversity of Drosophilids, examined species included fruit-, flower-, mushroom-, and cactus-feeders. In parallel, wild host populations were compared to laboratory strains, and controlled experiments were performed to assess the importance of host species and diet in shaping bacterial microbiome composition. We find that Drosophilid flies have taxonomically restricted bacterial communities, with 85% of the natural bacterial microbiome composed of only four bacterial families. The dominant bacterial taxa are widespread and found in many different host species despite the taxonomic, ecological, and geographic diversity of their hosts. Both natural surveys and laboratory experiments indicate that host diet plays a major role in shaping the Drosophila bacterial microbiome. Despite this, the internal bacterial microbiome represents only a highly reduced subset of the external bacterial communities, suggesting that the host exercises some level of control over the bacteria that inhabit its digestive tract. Finally, we show that laboratory strains provide only a limited model of natural host-microbe interactions. Bacterial taxa used in experimental studies are rare or absent in wild Drosophila populations, while the most abundant associates of natural Drosophila populations are rare in the lab.",2011,"Srijak Bhatnagar, Artyom Kopp, Jenna Morgan Lang, Jonathan A Eisen, James Angus Chandler"
Cyclic presence and absence of conspecifics alters circadian clock phase but does not entrain the locomotor activity rhythm of the fruit fly Drosophila melanogaster,21797778,10.3109/07420528.2011.591018,"Circadian clocks use a wide range of environmental cues, including cycles of light, temperature, food, and social interactions, to fine-tune rhythms in behavior and physiology. Although social cues have been shown to influence circadian clocks of a variety of organisms including the fruit fly Drosophila melanogaster, their mechanism of action is still unclear. Here, the authors report the results of their study aimed at investigating if daily cycles of presence and absence (PA) of conspecific male visitors are able to entrain the circadian locomotor activity rhythm of male hosts living under constant darkness (DD). The results suggest that PA cycles may not be able to entrain circadian locomotor activity rhythms of Drosophila. The outcome does not change when male hosts are presented with female visitors, suggesting that PA cycles of either sex may not be effective in bringing about stable entrainment of circadian clocks in D. melanogaster. However, in hosts whose clock phase has already been set by light/dark (LD) cycles, daily PA cycles of visitors can cause measurable change in the phase of subsequent free-running rhythms, provided that their circadian clocks are labile. Thus, the findings of this study suggest that D. melanogaster males may not be using cyclic social cues as their primary zeitgeber (time cue) for entrainment of circadian clocks, although social cues are capable of altering the phase of their circadian rhythms.",2011,"Madhumala K Sadanandappa, Shahnaz Rahman Lone, Vijay Kumar Sharma"
Coenzyme Q plays opposing roles on bacteria/fungi and viruses in Drosophila innate immunity,21518260,10.1111/j.1744-313X.2011.01012.x,"Coenzyme Q (CoQ or ubiquinone) is a lipid-soluble component of virtually all types of cell membranes and has been shown to play multiple metabolic functions. Several clinical diseases including encephalomyopathy, cerebellar ataxia and isolated myopathy were shown to be associated with CoQ deficiency. However, the role of CoQ in immunity has not been defined. In the present study, we showed that flies defective in CoQ biosynthetic gene coq2 were more susceptible to bacterial and fungal infections, while were more resistant to viruses. We found that Drosophila contained both CoQ9 and CoQ10, and food supplement of CoQ10 could partially rescue the impaired immune functions of coq2 mutants. Surprisingly, wild-type flies fed CoQ10 became more susceptible to viral infection, which suggested that extra caution should be taken when using CoQ10 as a food supplement. We further showed that CoQ was essential for normal induction of anti-microbial peptides and amplification of viruses. Our work determined CoQ content in Drosophila and described its function in immunity for the first time.",2011,"M Chen, H Zhou, W Cheng, D Li, W Wang, C Song, K M Anjum, J Chen"
"Drosophila intersex orthologue in the silkworm, Bombyx mori and related species",21120683,10.1007/s10709-010-9529-x,"Intersex (ix), a gene required for female sexual development in Drosophila, acts in concert with doublesex (dsx) at the end of the sex determination pathway. In the present study a homologue of ix was identified in Bombyx mori. Expression analysis of this gene by RT-PCR and RNase protection assay revealed a diagnostic alternative splice form present only in testis, whereas the most common splice form was found to express in all other tissues from early embryonic developmental stages. The present study provides evidence for the presence of an alternative splice form of ix in three species of silkmoths examined. Taken together with the results of an earlier study on ix in piralid moth, Maruca vitrata (Cavaliere et al. 2009), the present study suggests that the testis-specific splice form may be a characteristic feature of lepidopterans. Though ix lacks a conserved splicing pattern it appears to have retained its functional conservation in terminal sexual differentiation. We speculate that the presence of an additional splice form, perhaps encoding non-functional protein only in testis, may prevent the feminizing effects exerted by the functional IX protein.",2011,"K P Arunkumar, J Nagaraju"
